date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,exp_num,stand_beetag,peg_beetag,exp_1_beetag,exp_1_subrun,beetag_exprun,exp_startdate,treat_ID,N_species,N_dose,temp,food,sym_state,N_species_dose,survival_day1,survival_day2,survival_day3,survival_day4,survival_day5,survival_day6,survival_day7,survival_day8,survival_day9,survival_day10,survival_day11,survival_day12
06_22_22,06_24_22,150,Q,150Q,102,6,1,G29,Y71,G29Y71,A,G29Y71_exp1A,7_15_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,213,D,213D,142,3,2,G29,Y71,G29Y71,B,G29Y71_exp2B,,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,142,C,142C,97,3,1,G29,Y72,G29Y72,A,G29Y72_exp1A,7_15_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,J,196J,132,3,2,G29,Y72,G29Y72,B,G29Y72_exp2B,,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,147,A,147A,100,7,1,G29,Y73,G29Y73,A,G29Y73_exp1A,7_15_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,211,J,211J,141,8,2,G29,Y73,G29Y73,B,G29Y73_exp2B,,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,N,153N,105,2,1,G29,Y74,G29Y74,A,G29Y74_exp1A,7_15_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,228,A,228A,148,16,2,G29,Y74,G29Y74,B,G29Y74_exp2B,,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,163,C,163C,111,7,1,G30,Y75,G30Y75,B,G30Y75_exp1B,7_17_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,195,A,195A,131,4,2,G30,Y75,G30Y75,A,G30Y75_exp2A,,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,234,B,234B,152,11,3,G30,Y75,G30Y75,A,G30Y75_exp3A,08_21_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,169,K,169K,116,15,1,G30,Y76,G30Y76,B,G30Y76_exp1B,7_17_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,209,H,209H,140,3,2,G30,Y76,G30Y76,A,G30Y76_exp2A,,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AA,237AA,155,13,3,G30,Y76,G30Y76,A,G30Y76_exp3A,08_21_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,183,B,183B,125,7,1,G30,Y77,G30Y77,B,G30Y77_exp1B,7_17_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,232,A,232A,150,10,2,G30,Y77,G30Y77,A,G30Y77_exp2A,,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BK,237BK,158,1,3,G30,Y77,G30Y77,A,G30Y77_exp3A,08_21_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,160,D,160D,110,2,1,G30,Y78,G30Y78,B,G30Y78_exp1B,7_17_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,B,198B,133,10,2,G30,Y78,G30Y78,A,G30Y78_exp2A,,A_5_20_F_S ,A,5,20,F,S ,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,V,239V,161,10,3,G30,Y78,G30Y78,A,G30Y78_exp3A,08_21_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,Q,171Q,119,6,1,G30,Y79,G30Y79,B,G30Y79_exp1B,7_17_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,220,C,220C,144,9,2,G30,Y79,G30Y79,A,G30Y79_exp2A,,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,J,241J,163,12,3,G30,Y79,G30Y79,A,G30Y79_exp3A,08_21_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,168,L,168L,115,14,1,G31,Y80,G31Y80,A,G31Y80_exp1A,7_15_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,178,H,178H,123,9,2,G31,Y80,G31Y80,B,G31Y80_exp2B,,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,150,J,150J,101,15,1,G31,Y82,G31Y82,A,G31Y82_exp1A,7_15_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,225,A,225A,146,12,2,G31,Y82,G31Y82,B,G31Y82_exp2B,,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,150,C,150C,101,8,1,G31,Y83,G31Y83,A,G31Y83_exp1A,7_15_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,N,198N,134,6,2,G31,Y83,G31Y83,B,G31Y83_exp2B,,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,160,A,160A,109,15,1,G31,Y84,G31Y84,A,G31Y84_exp1A,7_15_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,218,B,218B,143,16,2,G31,Y84,G31Y84,B,G31Y84_exp2B,,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,O,157O,107,15,1,G31,Y85,G31Y85,A,G31Y85_exp1A,7_15_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,S,233S,152,7,2,G31,Y85,G31Y85,B,G31Y85_exp2B,,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,160,I,160I,110,7,1,G32,Y87,G32Y87,A,G32Y87_exp1A,7_15_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,197,C,197C,133,3,2,G32,Y87,G32Y87,A,G32Y87_exp2A,,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_35,07_31_35,236,B,236B,153,14,3,G32,Y87,G32Y87,A,G32Y87_exp3A,08_21_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,145,G,145G,99,13,1,G32,Y88,G32Y88,A,G32Y88_exp1A,7_15_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,218,D,218D,144,2,2,G32,Y88,G32Y88,A,G32Y88_exp2A,,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AK,237AK,156,7,3,G32,Y88,G32Y88,A,G32Y88_exp3A,08_21_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,C,144C,98,11,1,G32,Y90,G32Y90,A,G32Y90_exp1A,7_15_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,E,233E,151,9,2,G32,Y90,G32Y90,A,G32Y90_exp2A,,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BT,237BT,158,10,3,G32,Y90,G32Y90,A,G32Y90_exp3A,08_21_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,Q,152Q,104,2,1,G32,Y92,G32Y92,A,G32Y92_exp1A,7_15_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,201,C,201C,135,2,2,G32,Y92,G32Y92,A,G32Y92_exp2A,,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,I,240I,162,3,3,G32,Y92,G32Y92,A,G32Y92_exp3A,08_21_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,B,157B,107,2,1,G32,Y93,G32Y93,A,G32Y93_exp1A,7_15_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,222,C,222C,145,5,2,G32,Y93,G32Y93,A,G32Y93_exp2A,,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,T,241T,164,6,3,G32,Y93,G32Y93,A,G32Y93_exp3A,08_21_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,181,A,181A,124,2,1,G33,Y1,G33Y1,B,G33Y1_exp1B,7_17_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,206,L,206L,137,8,2,G33,Y1,G33Y1,A,G33Y1_exp2A,,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,226,D,226D,147,13,3,G33,Y1,G33Y1,A,G33Y1_exp3A,08_21_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,J,167J,114,1,1,G33,Y100,G33Y100,B,G33Y100_exp1B,7_17_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,185,J,185J,127,9,2,G33,Y100,G33Y100,A,G33Y100_exp2A,,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,U,240U,162,15,3,G33,Y100,G33Y100,A,G33Y100_exp3A,08_21_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,O,167O,114,6,1,G33,Y94,G33Y94,B,G33Y94_exp1B,7_17_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,186,B,186B,127,12,2,G33,Y94,G33Y94,A,G33Y94_exp2A,,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,L,237L,154,14,3,G33,Y94,G33Y94,A,G33Y94_exp3A,08_21_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,178,J,178J,123,7,1,G33,Y95,G33Y95,B,G33Y95_exp1B,7_17_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,201,K,201K,135,10,2,G33,Y95,G33Y95,A,G33Y95_exp2A,,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AY,237AY,157,5,3,G33,Y95,G33Y95,A,G33Y95_exp3A,08_21_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,186,A,186A,127,11,1,G33,Y97,G33Y97,B,G33Y97_exp1B,7_17_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,227,B,227B,148,10,2,G33,Y97,G33Y97,A,G33Y97_exp2A,,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,H,239H,160,12,3,G33,Y97,G33Y97,A,G33Y97_exp3A,08_21_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,164,B,164B,111,14,1,G34,Y10,G34Y10,B,G34Y10_exp1B,7_17_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,A,198A,133,9,2,G34,Y10,G34Y10,A,G34Y10_exp2A,,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,R,239R,161,6,3,G34,Y10,G34Y10,A,G34Y10_exp3A,08_21_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,172,E,172E,120,4,1,G34,Y11,G34Y11,B,G34Y11_exp1B,7_17_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,211,E,211E,141,3,2,G34,Y11,G34Y11,A,G34Y11_exp2A,,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,F,241F,163,8,3,G34,Y11,G34Y11,A,G34Y11_exp3A,08_21_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,166,G,166G,113,1,1,G34,Y3,G34Y3,B,G34Y3_exp1B,7_17_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,193,E,193E,130,8,2,G34,Y3,G34Y3,A,G34Y3_exp2A,,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,230,A,230A,149,16,3,G34,Y3,G34Y3,A,G34Y3_exp3A,08_21_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,D,171D,118,9,1,G34,Y4,G34Y4,B,G34Y4_exp1B,7_17_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,207,A,207A,137,9,2,G34,Y4,G34Y4,A,G34Y4_exp2A,,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,U,237U,155,7,3,G34,Y4,G34Y4,A,G34Y4_exp3A,08_21_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,C,184C,126,1,1,G34,Y5,G34Y5,B,G34Y5_exp1B,7_17_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,230,D,230D,150,3,2,G34,Y5,G34Y5,A,G34Y5_exp2A,,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BG,237BG,157,13,3,G34,Y5,G34Y5,A,G34Y5_exp3A,08_21_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,F,167F,113,13,1,G35,Y12,G35Y12,B,G35Y12_exp1B,7_17_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,F,196F,131,15,2,G35,Y12,G35Y12,A,G35Y12_exp2A,,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_29,07_31_29,235,H,235H,153,8,3,G35,Y12,G35Y12,A,G35Y12_exp3A,08_21_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,178,C,178C,122,16,1,G35,Y14,G35Y14,B,G35Y14_exp1B,7_17_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,210,D,210D,140,9,2,G35,Y14,G35Y14,A,G35Y14_exp2A,,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AG,237AG,156,3,3,G35,Y14,G35Y14,A,G35Y14_exp3A,08_21_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,N,184N,126,12,1,G35,Y21,G35Y21,B,G35Y21_exp1B,7_17_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,232,F,232F,150,15,2,G35,Y21,G35Y21,A,G35Y21_exp2A,,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BP,237BP,158,6,3,G35,Y21,G35Y21,A,G35Y21_exp3A,08_21_22,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,166,H,166H,113,2,1,G35,Y23,G35Y23,B,G35Y23_exp1B,7_17_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,H,198H,133,16,2,G35,Y23,G35Y23,A,G35Y23_exp2A,,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,D,240D,161,14,3,G35,Y23,G35Y23,A,G35Y23_exp3A,08_21_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,173,G,173G,120,16,1,G35,Y24,G35Y24,B,G35Y24_exp1B,7_17_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,220,H,220H,144,14,2,G35,Y24,G35Y24,A,G35Y24_exp2A,,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,N,241N,163,16,3,G35,Y24,G35Y24,A,G35Y24_exp3A,08_21_22,A_5_30_F_S,A,5,30,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,R,152R,104,3,1,G36,Y22,G36Y22,A,G36Y22_exp1A,7_15_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,I,170I,117,12,2,G36,Y22,G36Y22,B,G36Y22_exp2B,,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,H,152H,103,9,1,G36,Y25,G36Y25,A,G36Y25_exp1A,7_15_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,212,G,212G,141,15,2,G36,Y25,G36Y25,B,G36Y25_exp2B,,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,143,C,143C,97,16,1,G36,Y26,G36Y26,A,G36Y26_exp1A,7_15_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,191,E,191E,129,15,2,G36,Y26,G36Y26,B,G36Y26_exp2B,,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,151,F,151F,102,12,1,G36,Y27,G36Y27,A,G36Y27_exp1A,7_15_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,211,D,211D,141,2,2,G36,Y27,G36Y27,B,G36Y27_exp2B,,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,155,F,155F,106,9,1,G36,Y28,G36Y28,A,G36Y28_exp1A,7_15_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,K,171K,118,16,2,G36,Y28,G36Y28,B,G36Y28_exp2B,,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,155,K,155K,106,14,1,G37,Y29,G37Y29,A,G37Y29_exp1A,7_15_22,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,I,171I,118,14,2,G37,Y29,G37Y29,B,G37Y29_exp2B,,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,A,157A,107,1,1,G37,Y30,G37Y30,A,G37Y30_exp1A,7_15_22,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,216,A,216A,143,6,2,G37,Y30,G37Y30,B,G37Y30_exp2B,,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,145,A,145A,99,7,1,G37,Y31,G37Y31,A,G37Y31_exp1A,7_15_22,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,S,196S,132,12,2,G37,Y31,G37Y31,B,G37Y31_exp2B,,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,H,153H,104,12,1,G37,Y32,G37Y32,A,G37Y32_exp1A,7_15_22,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,217,D,217D,143,11,2,G37,Y32,G37Y32,B,G37Y32_exp2B,,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,J,157J,107,10,1,G37,Y33,G37Y33,A,G37Y33_exp1A,7_15_22,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,L,233L,151,16,2,G37,Y33,G37Y33,B,G37Y33_exp2B,,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,168,R,168R,116,4,1,G38,Y34,G38Y34,B,G38Y34_exp1B,7_17_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,J,198J,134,2,2,G38,Y34,G38Y34,A,G38Y34_exp2A,,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,B,237B,154,4,3,G38,Y34,G38Y34,A,G38Y34_exp3A,08_21_22,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,179,C,179C,123,13,1,G38,Y35,G38Y35,B,G38Y35_exp1B,7_17_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,221,C,221C,145,2,2,G38,Y35,G38Y35,A,G38Y35_exp2A,,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AO,237AO,156,11,3,G38,Y35,G38Y35,A,G38Y35_exp3A,08_21_22,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,187,E,187E,128,10,1,G38,Y36,G38Y36,B,G38Y36_exp1B,7_17_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,175,A,175A,141,13,2,G38,Y36,G38Y36,A,G38Y36_exp2A,,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,F,238F,158,16,3,G38,Y36,G38Y36,A,G38Y36_exp3A,08_21_22,A_5_30_S_A,A,5,30,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,Q,167Q,114,8,1,G38,Y37,G38Y37,B,G38Y37_exp1B,7_17_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,205,D,205D,136,8,2,G38,Y37,G38Y37,A,G38Y37_exp2A,,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,M,240M,162,7,3,G38,Y37,G38Y37,A,G38Y37_exp3A,08_21_22,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,182,C,182C,124,10,1,G38,Y38,G38Y38,B,G38Y38_exp1B,7_17_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,222,G,222G,145,9,2,G38,Y38,G38Y38,A,G38Y38_exp2A,,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,Y,241Y,164,11,3,G38,Y38,G38Y38,A,G38Y38_exp3A,08_21_22,A_5_30_S_S,A,5,30,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,C,242C,164,16,3,O10,G14,O10G14,B,O10G14_exp3B,08_25_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,244,O,244O,168,10,3,O10,G15,O10G15,B,O10G15_exp3B,08_25_22,A_5_20_F_A,A,5,20,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,248,A,248A,170,6,3,O10,G17,O10G17,B,O10G17_exp3B,08_25_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
