,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
197,11,09_01_22,3,A,1,0,C3,C3,-0.00252,-0.063596661,0.063596661,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B13G8,3A,B13G8_exp3A,237,129,0,Low
198,5,7_26_22,1,B,3,0,A2,A2,-0.00392,-0.06375248,0.06375248,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y7B40,1B,Y7B40_exp1B,165,63,0,Low
199,10,7_26_22,1,A,3,1,B3,B3,-0.01477,-0.064021807,0.064021807,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R7W38,1A,R7W38_exp1A,152,23,0,Low
200,22,09_01_22,3,A,1,0,B6,B6,-0.00526,-0.064168411,0.064168411,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y92,3A,G32Y92_exp3A,240,140,0,Low
201,4,09_05_22,3,B,1,0,D1,D1,-0.00443,-0.064186463,0.064186463,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,O3B15,3B,O3B15_exp3B,247,173,0,Low
202,12,08_15_22,2,A,2,1,D3,D3,-0.0038,-0.064213626,0.064213626,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G33Y100,2A,G33Y100_exp2A,185,77,0,Low
203,19,7_26_22,1,B,1,0,C5,C5,-0.00276,-0.064424359,0.064424359,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G35Y12,1B,G35Y12_exp1B,167,46,0,Low
204,14,09_05_22,3,B,1,1,B4,B4,-0.00384,-0.064425297,0.064425297,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,O2B8,3B,O2B8_exp3B,242,169,0,Low
205,16,09_05_22,3,B,1,1,D4,D4,-0.00329,-0.064516721,0.064516721,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,W1O2,3B,W1O2_exp3B,242,177,0,Low
206,9,09_05_22,3,B,1,1,A3,A3,-0.0032,-0.064537326,0.064537326,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,W3O17,3B,W3O17_exp3B,252,188,0,Low
207,13,08_20_22,2,B,2,1,A4,A4,-0.00272,-0.064711383,0.064711383,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G28Y63,2B,G28Y63_exp2B,212,108,0,Elevated
208,19,7_26_22,1,B,2,0,C5,C5,-0.00354,-0.064860262,0.064860262,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y3B28,1B,Y3B28_exp1B,167,60,0,Low
209,18,7_26_22,1,A,1,0,B5,B5,-0.00328,-0.064881032,0.064881032,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B30G75,1A,B30G75_exp1A,154,5,0,Low
210,23,7_26_22,1,B,1,1,C6,C6,-0.00407,-0.064998533,0.064998533,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G38Y38,1B,G38Y38_exp1B,182,47,0,Low
211,6,08_20_22,2,B,2,1,B2,B2,-0.00404,-0.06505312,0.06505312,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,G31Y84,2B,G31Y84_exp2B,218,110,0,Low
212,6,08_15_22,2,A,2,1,B2,B2,-0.00745,-0.065063913,0.065063913,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,G38Y38,2A,G38Y38_exp2A,222,80,0,Low
213,4,09_05_22,3,B,2,1,D1,D1,-0.00315,-0.065148121,0.065148121,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5_30_F_S,F_S,A_5,A,Ammonium,5,30,F,S,W8O40,3B,W8O40_exp3B,243,192,0,Low
214,7,7_26_22,1,B,3,0,C2,C2,-0.00273,-0.065156361,0.065156361,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y8B46,1B,Y8B46_exp1B,171,64,0,Elevated
215,16,7_26_22,1,B,1,0,D4,D4,-0.00423,-0.065222865,0.065222865,N_0_30_F_S,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B29G70,1B,B29G70_exp1B,161,39,0,Low
216,8,08_20_22,2,B,1,0,D2,D2,-0.00263,-0.065238671,0.065238671,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B33G93,2B,B33G93_exp2B,196,103,0,Low
217,20,7_26_22,1,A,1,0,D5,D5,-0.0038,-0.065268728,0.065268728,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y27,1A,G36Y27_exp1A,151,15,0,Low
218,7,7_26_22,1,B,2,0,C2,C2,-0.00743,-0.065666701,0.065666701,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G30Y78,1B,G30Y78_exp1B,160,43,0,Low
219,23,7_26_22,1,A,2,0,C6,C6,-0.00462,-0.06590733,0.06590733,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y1B10,1A,Y1B10_exp1A,142,25,0,Elevated
220,6,09_01_22,3,A,2,1,B2,B2,-0.0043,-0.066041758,0.066041758,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,G38Y37,3A,G38Y37_exp3A,240,144,0,Low
221,5,08_20_22,2,B,3,1,A2,A2,-0.00258,-0.066120004,0.066120004,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y14B76,2B,Y14B76_exp2B,197,124,0,Low
222,7,08_20_22,2,B,3,0,C2,C2,-0.00494,-0.066393135,0.066393135,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y15B80,2B,Y15B80_exp2B,170,125,0,Elevated
223,9,09_01_22,3,A,3,0,A3,A3,-0.00414,-0.066711226,0.066711226,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R11W50,3A,R11W50_exp3A,235,147,0,Low
224,23,08_15_22,2,A,2,0,C6,C6,-0.00213,-0.067014246,0.067014246,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y3B28,2A,Y3B28_exp2A,185,93,0,Elevated
225,22,7_26_22,1,A,3,1,B6,B6,-0.00551,-0.067149643,0.067149643,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R4W34,1A,R4W34_exp1A,153,20,0,Elevated
226,5,09_05_22,3,B,3,0,A2,A2,-0.00666,-0.067227976,0.067227976,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,W11O46,3B,W11O46_exp3B,238,179,0,Low
227,18,7_26_22,1,B,1,1,B5,B5,-0.00247,-0.06725436,0.06725436,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B32G84,1B,B32G84_exp1B,171,40,0,Low
228,7,09_01_22,3,A,1,1,C2,C2,-0.00472,-0.067488558,0.067488558,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B24G42,3A,B24G42_exp3A,241,132,0,Low
229,24,08_15_22,2,A,1,0,D6,D6,-0.00378,-0.067492114,0.067492114,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5_30_F_S,F_S,A_5,A,Ammonium,5,30,F,S,G35Y23,2A,G35Y23_exp2A,198,79,0,Low
230,23,09_01_22,3,A,1,1,C6,C6,-0.01322,-0.067553006,0.067553006,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y93,3A,G32Y93_exp3A,241,140,0,Low
231,16,09_05_22,3,B,3,1,D4,D4,-0.00408,-0.067572761,0.067572761,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,W20O88,3B,W20O88_exp3B,252,187,0,Low
232,13,08_20_22,2,B,1,0,A4,A4,-0.00207,-0.06793794,0.06793794,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B15G22,2B,B15G22_exp2B,169,98,0,Low
233,12,09_05_22,3,B,1,0,D3,D3,-0.00475,-0.068002814,0.068002814,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,O1B4,3B,O1B4_exp3B,245,161,0,Low
234,9,08_20_22,2,B,2,0,A3,A3,-0.00485,-0.068009724,0.068009724,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G27Y58,2B,G27Y58_exp2B,208,107,0,Low
235,3,08_15_22,2,A,3,1,C1,C1,-0.00308,-0.068218935,0.068218935,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y4B31,2A,Y4B31_exp2A,204,94,0,Low
236,19,7_26_22,1,A,2,1,C5,C5,-0.00259,-0.06843175,0.06843175,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y15B83,1A,Y15B83_exp1A,144,29,0,Low
237,10,09_05_22,3,B,1,1,B3,B3,-0.00448,-0.06849735,0.06849735,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,W4O22,3B,W4O22_exp3B,250,189,0,Low
238,6,7_26_22,1,B,2,0,B2,B2,-0.00747,-0.068920315,0.068920315,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G30Y75,1B,G30Y75_exp1B,163,43,0,Low
239,6,7_26_22,1,A,1,1,B2,B2,-0.00298,-0.069207506,0.069207506,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B34G100,1A,B34G100_exp1A,146,8,0,Low
240,17,09_05_22,3,B,1,0,A5,A5,-0.00787,-0.069302893,0.069302893,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,W2O7,3B,W2O7_exp3B,238,186,0,Low
241,7,08_15_22,2,A,2,0,C2,C2,-0.00303,-0.069310918,0.069310918,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G23Y2129,2A,G23Y2129_exp2A,185,73,0,Low
242,13,09_05_22,3,B,2,1,A4,A4,-0.00446,-0.069346188,0.069346188,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,W7O32,3B,W7O32_exp3B,244,191,0,Elevated
243,17,7_26_22,1,A,3,0,A5,A5,-0.00265,-0.069492138,0.069492138,N_18_20_F_A,N_18_20_F,10.9255,4.173,N_18_20_F_A,F_A,N_18,N,Nitrate,18,20,F,A,R3W10,1A,R3W10_exp1A,150,19,0,Elevated
244,12,09_01_22,3,A,2,1,D3,D3,-0.00572,-0.069497877,0.069497877,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G33Y100,3A,G33Y100_exp3A,240,141,0,Low
245,19,09_01_22,3,A,2,1,C5,C5,-0.00375,-0.06973549,0.06973549,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y13B71,3A,Y13B71_exp3A,237,154,0,Low
246,4,08_20_22,2,B,1,1,D1,D1,-0.00418,-0.06976092,0.06976092,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B27G54,2B,B27G54_exp2B,212,99,0,Low
247,22,08_20_22,2,B,2,0,B6,B6,-0.00349,-0.069820017,0.069820017,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y1B5,2B,Y1B5_exp2B,159,121,0,Elevated
248,13,7_26_22,1,B,3,1,A4,A4,-0.00189,-0.069974251,0.069974251,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R1W5,1B,R1W5_exp1B,187,48,0,Low
249,14,09_01_22,3,A,3,0,B4,B4,-0.00317,-0.070073064,0.070073064,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W84,3A,R17W84_exp3A,240,151,0,Low
250,13,08_20_22,2,B,1,1,A4,A4,-0.00339,-0.070189379,0.070189379,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B14G21,2B,B14G21_exp2B,223,97,0,Low
251,24,09_05_22,3,B,3,0,D6,D6,NA,-0.070736872,0.070736872,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,W16O75,3B,W16O75_exp3B,247,184,0,Elevated
252,14,09_05_22,3,B,3,0,B4,B4,-0.0042,-0.070756361,0.070756361,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,W17O80,3B,W17O80_exp3B,248,185,0,Low
253,18,7_26_22,1,B,1,0,B5,B5,-0.00305,-0.071109843,0.071109843,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B32G87,1B,B32G87_exp1B,164,40,0,Low
254,16,7_26_22,1,A,1,1,D4,D4,-0.00303,-0.07143839,0.07143839,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B27G53,1A,B27G53_exp1A,168,4,0,Low
255,11,7_26_22,1,B,3,0,C3,C3,-0.00304,-0.071571663,0.071571663,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R14W71,1B,R14W71_exp1B,180,52,0,Low
256,16,09_05_22,3,B,2,1,D4,D4,-0.00317,-0.071616252,0.071616252,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,O14Y20,3B,O14Y20_exp3B,239,166,0,Low
257,9,09_01_22,3,A,1,1,A3,A3,-0.00801,-0.071623512,0.071623512,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B28G63,3A,B28G63_exp3A,241,135,0,Low
258,13,09_05_22,3,B,3,1,A4,A4,-0.0069,-0.071760498,0.071760498,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,W17O79,3B,W17O79_exp3B,247,185,0,Low
259,14,7_26_22,1,B,1,0,B4,B4,-0.00201,-0.071908984,0.071908984,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B23G36,1B,B23G36_exp1B,164,35,0,Low
260,5,09_05_22,3,B,2,1,A2,A2,-0.00468,-0.071933297,0.071933297,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,W10O42,3B,W10O42_exp3B,250,178,0,Low
261,10,08_15_22,2,A,3,0,B3,B3,-0.0025,-0.072064874,0.072064874,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R11W53,2A,R11W53_exp2A,198,83,0,Low
262,21,7_26_22,1,B,1,1,A6,A6,-0.00376,-0.072101057,0.072101057,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G35Y24,1B,G35Y24_exp1B,173,46,0,Low
263,9,09_05_22,3,B,2,0,A3,A3,-0.00495,-0.072162873,0.072162873,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,O8G11,3B,O8G11_exp3B,249,176,0,Low
264,22,08_15_22,2,A,3,1,B6,B6,-0.00291,-0.072482852,0.072482852,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R14W74,2A,R14W74_exp2A,207,85,0,Elevated
265,15,08_20_22,2,B,1,0,C4,C4,-0.00387,-0.072618821,0.072618821,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B31G77,2B,B31G77_exp2B,167,101,0,Low
266,14,7_26_22,1,A,1,0,B4,B4,-0.00224,-0.072682676,0.072682676,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B15G24,1A,B15G24_exp1A,149,2,0,Low
267,12,7_26_22,1,A,2,1,D3,D3,-0.00276,-0.072751498,0.072751498,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G25Y46,1A,G25Y46_exp1A,151,9,0,Elevated
268,8,08_15_22,2,A,3,0,D2,D2,-0.00267,-0.072762572,0.072762572,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y13B73,2A,Y13B73_exp2A,193,90,0,Elevated
269,5,08_20_22,2,B,3,0,A2,A2,-0.00284,-0.073018261,0.073018261,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y14B75,2B,Y14B75_exp2B,168,124,0,Low
270,11,09_05_22,3,B,1,1,C3,C3,-0.00698,-0.073120982,0.073120982,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,W4O24,3B,W4O24_exp3B,255,189,0,Low
271,11,08_20_22,2,B,2,0,C3,C3,-0.00222,-0.073191137,0.073191137,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G26Y54,2B,G26Y54_exp2B,223,106,0,Low
272,24,08_20_22,2,B,2,0,D6,D6,-0.00245,-0.073542425,0.073542425,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y5B35,2B,Y5B35_exp2B,169,128,0,Low
273,14,08_20_22,2,B,2,1,B4,B4,-0.0041,-0.073588375,0.073588375,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_S,S_S,N_1.5,N,Nitrate,1.5,30,S,S,G28Y67,2B,G28Y67_exp2B,225,108,0,Elevated
274,19,7_26_22,1,B,1,1,C5,C5,-0.00274,-0.073622419,0.073622419,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B32G88,1B,B32G88_exp1B,172,40,0,Low
275,23,08_15_22,2,A,1,0,C6,C6,-0.00525,-0.073635237,0.073635237,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G35Y14,2A,G35Y14_exp2A,210,79,0,Low
276,12,09_01_22,3,A,3,1,C3,C3,-0.01033,-0.073818146,0.073818146,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W65,3A,R13W65_exp3A,238,148,0,Low
277,15,08_15_22,2,A,1,0,C4,C4,-0.00362,-0.073999178,0.073999178,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B25G43,2A,B25G43_exp2A,174,69,0,Low
278,22,09_05_22,3,B,3,1,B6,B6,-0.00587,-0.074061129,0.074061129,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,W15O71,3B,W15O71_exp3B,246,183,0,Elevated
279,24,7_26_22,1,B,3,1,D6,D6,-0.00277,-0.074098739,0.074098739,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R17W85,1B,R17W85_exp1B,173,54,0,Elevated
280,19,08_15_22,2,A,2,1,C5,C5,-0.00373,-0.074222978,0.074222978,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y20B97,2A,Y20B97_exp2A,210,91,0,Low
281,7,09_01_22,3,A,2,1,C2,C2,-0.00275,-0.074366219,0.074366219,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G23Y1819,3A,G23Y1819_exp3A,223,137,0,Low
282,6,08_20_22,2,B,1,0,B2,B2,-0.00269,-0.074392503,0.074392503,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B30G75,2B,B30G75_exp2B,217,100,0,Low
283,20,08_20_22,2,B,1,1,D5,D5,-0.00557,-0.074558675,0.074558675,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y25,2B,G36Y25_exp2B,212,111,0,Low
284,22,7_26_22,1,A,3,0,B6,B6,-0.00539,-0.074607186,0.074607186,N_18_30_F_S,N_18_30_F,11.664,8.8355,N_18_30_F_S,F_S,N_18,N,Nitrate,18,30,F,S,R4W17,1A,R4W17_exp1A,142,20,0,Elevated
285,23,09_01_22,3,A,3,0,C6,C6,-0.00268,-0.0748534,0.0748534,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R15W76,3A,R15W76_exp3A,237,150,0,Elevated
286,20,09_01_22,3,A,1,1,D5,D5,-0.00652,-0.07508408,0.07508408,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y77,3A,G30Y77_exp3A,237,139,0,Low
287,8,09_05_22,3,B,1,1,D2,D2,-0.00624,-0.075418036,0.075418036,A_0_30_F_A,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,W3O14,3B,W3O14_exp3B,245,188,0,Low
288,5,7_26_22,1,A,2,0,A2,A2,-0.00559,-0.075480834,0.075480834,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,G37Y32,1A,G37Y32_exp1A,153,16,0,Low
289,19,7_26_22,1,A,3,1,C5,C5,-0.00533,-0.075586117,0.075586117,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R5W22,1A,R5W22_exp1A,151,21,0,Elevated
290,16,09_01_22,3,A,1,1,D4,D4,-0.00355,-0.075639082,0.075639082,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B25G43,3A,B25G43_exp3A,226,133,0,Low
291,9,08_15_22,2,A,3,0,A3,A3,-0.00314,-0.075772303,0.075772303,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R11W50,2A,R11W50_exp2A,196,83,0,Low
292,14,7_26_22,1,B,2,1,B4,B4,-0.00251,-0.075829081,0.075829081,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y20B97,1B,Y20B97_exp1B,184,58,0,Low
293,7,08_20_22,2,B,2,1,C2,C2,-0.00364,-0.075849499,0.075849499,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G25Y46,2B,G25Y46_exp2B,184,105,0,Low
294,8,08_20_22,2,B,3,0,D2,D2,-0.00408,-0.075857754,0.075857754,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y15B83,2B,Y15B83_exp2B,189,125,0,Elevated
295,15,09_05_22,3,B,2,1,C4,C4,-0.00512,-0.075858683,0.075858683,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,O14Y14,3B,O14Y14_exp3B,244,166,0,Low
296,21,09_05_22,3,B,2,1,A6,A6,-0.00499,-0.075894093,0.075894093,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,W14O63,3B,W14O63_exp3B,251,182,0,Low
